Taxa;Size.1;Size.2;Size.3;Size.4;Size.5;Size.6;Size.7;Lcy.1;Lcy.2;Pcy.1;Pcy.2;Pcy.3;Aq.egg;Aq.lar;Aq.nym;Aq.adu;Rep.ovo;Rep.egf;Rep.egc;Rep.clcf;Rep.clfr;Rep.clve;Rep.cltr;Rep.asx;Di.aqpa;Di.aqac;Di.aepa;Di.aeac;Resp.te;Resp.gi;Resp.pl;Resp.sp;Resp.hy;Loc.fl;Loc.ssw;Loc.wsw;Loc.cr;Loc.bu;Loc.in;Loc.te;Loc.pe;Fo.mi;Fo.de;Fo.dpl;Fo.lmi;Fo.lma;Fo.dan;Fo.lmii;Fo.lmai;Fo.ve;Ffg.ab;Ffg.de;Ffg.sh;Ffg.sc;Ffg.ff;Ffg.pi;Ffg.pr;Ffg.pa;Sub.co;Sub.gr;Sub.sa;Sub.si;Sub.ma;Sub.mi;Sub.tw;Sub.li;Sub.mu;Trs.oli;Trs.mes;Trs.eut;Tem.ps;Tem.th;Tem.eu;Sab.xe;Sab.ol;Sab.bme;Sab.ame;Sab.po;pH.1;pH.2;pH.3;pH.4;pH.5;pH.6
Corynoneura;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Cricotopus;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Cryptochironomus;0;0;0,166666667;0,5;0,333333333;0;0;1;0;0;0,25;0,75;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,285714286;0,142857143;0,428571429;0,142857143;0,75;0,25;0;0;0;0;0;0,111111111;0,333333333;0,222222222;0,111111111;0,222222222;0;0;0,454545455;0;0,181818182;0,181818182;0;0,090909091;0,090909091;0;0;0,3;0,2;0,1;0,2;0;0,1;0,1;0,166666667;0,083333333;0,125;0,083333333;0,208333333;0;0,125;0,041666667;0,166666667;0;0,4;0,6;0,166666667;0,333333333;0,5;0;0,1;0,3;0,3;0,3;0,133333333;0,133333333;0,133333333;0,2;0,2;0,2
Demicryptochironomus;0;0;0,166666667;0,5;0,333333333;0;0;1;0;0;0,25;0,75;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,285714286;0,142857143;0,428571429;0,142857143;0,75;0,25;0;0;0;0;0;0,111111111;0,333333333;0,222222222;0,111111111;0,222222222;0;0;0,454545455;0;0,181818182;0,181818182;0;0,090909091;0,090909091;0;0;0,3;0,2;0,1;0,2;0;0,1;0,1;0,166666667;0,083333333;0,125;0,083333333;0,208333333;0;0,125;0,041666667;0,166666667;0;0,4;0,6;0,166666667;0,333333333;0,5;0;0,1;0,3;0,3;0,3;0,133333333;0,133333333;0,133333333;0,2;0,2;0,2
Demicryptochironomus vulneratus;0;0;0,166666667;0,5;0,333333333;0;0;1;0;0;0,25;0,75;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,285714286;0,142857143;0,428571429;0,142857143;0,75;0,25;0;0;0;0;0;0,111111111;0,333333333;0,222222222;0,111111111;0,222222222;0;0;0,454545455;0;0,181818182;0,181818182;0;0,090909091;0,090909091;0;0;0,3;0,2;0,1;0,2;0;0,1;0,1;0,166666667;0,083333333;0,125;0,083333333;0,208333333;0;0,125;0,041666667;0,166666667;0;0,4;0,6;0,166666667;0,333333333;0,5;0;0,1;0,3;0,3;0,3;0,133333333;0,133333333;0,133333333;0,2;0,2;0,2
Dendrocoelum lacteum;0;0;0;0;1;0;0;0,75;0,25;0;1;0;0,333333333;0,333333333;0;0,333333333;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0,666666667;0;0;0;0;0;0;0,333333333;0;0;0,4;0,6;0;0;1;0;0;0,666666667;0,333333333;0;0,083333333;0,083333333;0,083333333;0,25;0,25;0,25
Dicrotendipes;0;0;0,166666667;0,5;0,333333333;0;0;1;0;0;0,25;0,75;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,285714286;0,142857143;0,428571429;0,142857143;0,75;0,25;0;0;0;0;0;0,111111111;0,333333333;0,222222222;0,111111111;0,222222222;0;0;0,454545455;0;0,181818182;0,181818182;0;0,090909091;0,090909091;0;0;0,3;0,2;0,1;0,2;0;0,1;0,1;0,166666667;0,083333333;0,125;0,083333333;0,208333333;0;0,125;0,041666667;0,166666667;0;0,4;0,6;0,166666667;0,333333333;0,5;0;0,1;0,3;0,3;0,3;0,133333333;0,133333333;0,133333333;0,2;0,2;0,2
Endochironomus;0;0;0,166666667;0,5;0,333333333;0;0;1;0;0;0,25;0,75;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,285714286;0,142857143;0,428571429;0,142857143;0,75;0,25;0;0;0;0;0;0,111111111;0,333333333;0,222222222;0,111111111;0,222222222;0;0;0,454545455;0;0,181818182;0,181818182;0;0,090909091;0,090909091;0;0;0,3;0,2;0,1;0,2;0;0,1;0,1;0,166666667;0,083333333;0,125;0,083333333;0,208333333;0;0,125;0,041666667;0,166666667;0;0,4;0,6;0,166666667;0,333333333;0,5;0;0,1;0,3;0,3;0,3;0,133333333;0,133333333;0,133333333;0,2;0,2;0,2
Epoicocladius ephemerae;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Eukiefferiella;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Gammarus lacustris;0;0;0;0,5;0,5;0;0;0,25;0,75;0;0;1;0,333333333;0,333333333;0;0,333333333;1;0;0;0;0;0;0;0;0,6;0,4;0;0;0;1;0;0;0;0;0;0,333333333;0,5;0;0,166666667;0;0;0;0,071428571;0,357142857;0,142857143;0,071428571;0,142857143;0,142857143;0,071428571;0;0;0;0,75;0,25;0;0;0;0;0,208333333;0,125;0,083333333;0,041666667;0,125;0,083333333;0,166666667;0,166666667;0;0,5;0,5;0;0,25;0;0,75;0,125;0,25;0,375;0,25;0;0,090909091;0,090909091;0,181818182;0,181818182;0,181818182;0,272727273
Gammarus pulex;0;0;0;0,5;0,5;0;0;0,25;0,75;0;0;1;0,333333333;0,333333333;0;0,333333333;1;0;0;0;0;0;0;0;0,6;0,4;0;0;0;1;0;0;0;0;0;0,333333333;0,5;0;0,166666667;0;0;0;0,071428571;0,357142857;0,142857143;0,071428571;0,142857143;0,142857143;0,071428571;0;0;0;0,75;0,25;0;0;0;0;0,208333333;0,125;0,083333333;0,041666667;0,125;0,083333333;0,166666667;0,166666667;0;0,5;0,5;0;0,25;0;0,75;0,125;0,25;0,375;0,25;0;0,090909091;0,090909091;0,181818182;0,181818182;0,181818182;0,272727273
Glaenocorisa propinqua;0;0;1;0;0;0;0;1;0;0;0,5;0,5;0,375;0,375;0;0,25;0;0;0,25;0,75;0;0;0;0;0;0,5;0;0,5;0,166666667;0;0,333333333;0,5;0;0,2;0,4;0,4;0;0;0;0;0;0;0;0;0,2;0,2;0;0,6;0;0;0;0;0,333333333;0,166666667;0;0,5;0;0;0,25;0,25;0,25;0;0,25;0;0;0;0;0,75;0,25;0;0;0;1;0;1;0;0;0;0,166666667;0,25;0,25;0,166666667;0,083333333;0,083333333
Glyptotendipes;0;0;0,166666667;0,5;0,333333333;0;0;1;0;0;0,25;0,75;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,285714286;0,142857143;0,428571429;0,142857143;0,75;0,25;0;0;0;0;0;0,111111111;0,333333333;0,222222222;0,111111111;0,222222222;0;0;0,454545455;0;0,181818182;0,181818182;0;0,090909091;0,090909091;0;0;0,3;0,2;0,1;0,2;0;0,1;0,1;0,166666667;0,083333333;0,125;0,083333333;0,208333333;0;0,125;0,041666667;0,166666667;0;0,4;0,6;0,166666667;0,333333333;0,5;0;0,1;0,3;0,3;0,3;0,133333333;0,133333333;0,133333333;0,2;0,2;0,2
Heterotanytarsus apicalis;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Heterotrissocladius grimshawi;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Heterotrissocladius marcidus;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Heterotrissocladius subpilosus;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Holocentropus picicornis;0;0;0,25;0,75;0;0;0;1;0;0;0,4;0,6;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,2;0,2;0,2;0,4;1;0;0;0;0;0;0;0,2;0,2;0;0;0,6;0;0;0;0;0;0;0;0,6;0,4;0;0;0;0;0;0,25;0;0,75;0;0,25;0,083333333;0,083333333;0;0,25;0;0,083333333;0,166666667;0,083333333;0,4;0,4;0,2;0;0;1;0;0;0,5;0,5;0;0,066666667;0,133333333;0,2;0,2;0,2;0,2
Lauterborniella agrayloides;0;0;0,166666667;0,5;0,333333333;0;0;1;0;0;0,25;0,75;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,285714286;0,142857143;0,428571429;0,142857143;0,75;0,25;0;0;0;0;0;0,111111111;0,333333333;0,222222222;0,111111111;0,222222222;0;0;0,454545455;0;0,181818182;0,181818182;0;0,090909091;0,090909091;0;0;0,3;0,2;0,1;0,2;0;0,1;0,1;0,166666667;0,083333333;0,125;0,083333333;0,208333333;0;0,125;0,041666667;0,166666667;0;0,4;0,6;0,166666667;0,333333333;0,5;0;0,1;0,3;0,3;0,3;0,133333333;0,133333333;0,133333333;0,2;0,2;0,2
Micropsectra;0;0,4;0,6;0;0;0;0;1;0;0;0,5;0,5;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,166666667;0,166666667;0,5;0,166666667;0,75;0,25;0;0;0;0;0;0,25;0,375;0;0,125;0,25;0;0,125;0,5;0,125;0,25;0;0;0;0;0;0;0,375;0,25;0,25;0,125;0;0;0;0,176470588;0,058823529;0,117647059;0,058823529;0,235294118;0;0,117647059;0,117647059;0,117647059;0,333333333;0,5;0,166666667;0,166666667;0,333333333;0,5;0,142857143;0,428571429;0,285714286;0,142857143;0;0,071428571;0,071428571;0,214285714;0,214285714;0,214285714;0,214285714
Microtendipes pedellus;0;0;0,166666667;0,5;0,333333333;0;0;1;0;0;0,25;0,75;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,285714286;0,142857143;0,428571429;0,142857143;0,75;0,25;0;0;0;0;0;0,111111111;0,333333333;0,222222222;0,111111111;0,222222222;0;0;0,454545455;0;0,181818182;0,181818182;0;0,090909091;0,090909091;0;0;0,3;0,2;0,1;0,2;0;0,1;0,1;0,166666667;0,083333333;0,125;0,083333333;0,208333333;0;0,125;0,041666667;0,166666667;0;0,4;0,6;0,166666667;0,333333333;0,5;0;0,1;0,3;0,3;0,3;0,133333333;0,133333333;0,133333333;0,2;0,2;0,2
Nebrioporus assimilis;0;0,5;0,5;0;0;0;0;0,25;0,75;0;0,25;0,75;0,375;0,375;0;0,25;0;0;0;1;0;0;0;0;0,333333333;0,166666667;0;0,5;0,25;0;0;0,75;0;0,142857143;0;0,428571429;0,428571429;0;0;0;0;0;0;0;0;0;0;0,4;0,6;0;0;0;0,5;0;0;0,5;0;0;0,125;0,25;0,25;0,125;0,125;0;0;0,125;0;0,5;0,5;0;0,25;0;0,75;0;0,25;0,75;0;0;0;0;0;0;0,25;0,75
Omisus caledonicus;0;0;0,166666667;0,5;0,333333333;0;0;1;0;0;0,25;0,75;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,285714286;0,142857143;0,428571429;0,142857143;0,75;0,25;0;0;0;0;0;0,111111111;0,333333333;0,222222222;0,111111111;0,222222222;0;0;0,454545455;0;0,181818182;0,181818182;0;0,090909091;0,090909091;0;0;0,3;0,2;0,1;0,2;0;0,1;0,1;0,166666667;0,083333333;0,125;0,083333333;0,208333333;0;0,125;0,041666667;0,166666667;0;0,4;0,6;0,166666667;0,333333333;0,5;0;0,1;0,3;0,3;0,3;0,133333333;0,133333333;0,133333333;0,2;0,2;0,2
Orthetrum;0;0;0;0,25;0,75;0;0;0;1;1;0;0;0,5;0,5;0;0;0;0,333333333;0,666666667;0;0;0;0;0;0,2;0,2;0;0,6;0,25;0,75;0;0;0;0;0;0,2;0,6;0,2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0,181818182;0,181818182;0,090909091;0;0,181818182;0;0,181818182;0;0,181818182;0;0,333333333;0,666666667;0;0;1;0;0,2;0,6;0,2;0;0;0,142857143;0,142857143;0,142857143;0,285714286;0,285714286
Pagastiella orophila;0;0;0,166666667;0,5;0,333333333;0;0;1;0;0;0,25;0,75;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,285714286;0,142857143;0,428571429;0,142857143;0,75;0,25;0;0;0;0;0;0,111111111;0,333333333;0,222222222;0,111111111;0,222222222;0;0;0,454545455;0;0,181818182;0,181818182;0;0,090909091;0,090909091;0;0;0,3;0,2;0,1;0,2;0;0,1;0,1;0,166666667;0,083333333;0,125;0,083333333;0,208333333;0;0,125;0,041666667;0,166666667;0;0,4;0,6;0,166666667;0,333333333;0,5;0;0,1;0,3;0,3;0,3;0,133333333;0,133333333;0,133333333;0,2;0,2;0,2
Parachironomus;0;0;0,166666667;0,5;0,333333333;0;0;1;0;0;0,25;0,75;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,285714286;0,142857143;0,428571429;0,142857143;0,75;0,25;0;0;0;0;0;0,111111111;0,333333333;0,222222222;0,111111111;0,222222222;0;0;0,454545455;0;0,181818182;0,181818182;0;0,090909091;0,090909091;0;0;0,3;0,2;0,1;0,2;0;0,1;0,1;0,166666667;0,083333333;0,125;0,083333333;0,208333333;0;0,125;0,041666667;0,166666667;0;0,4;0,6;0,166666667;0,333333333;0,5;0;0,1;0,3;0,3;0,3;0,133333333;0,133333333;0,133333333;0,2;0,2;0,2
Paracladius;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Paracladopelma;0;0;0,166666667;0,5;0,333333333;0;0;1;0;0;0,25;0,75;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,285714286;0,142857143;0,428571429;0,142857143;0,75;0,25;0;0;0;0;0;0,111111111;0,333333333;0,222222222;0,111111111;0,222222222;0;0;0,454545455;0;0,181818182;0,181818182;0;0,090909091;0,090909091;0;0;0,3;0,2;0,1;0,2;0;0,1;0,1;0,166666667;0,083333333;0,125;0,083333333;0,208333333;0;0,125;0,041666667;0,166666667;0;0,4;0,6;0,166666667;0,333333333;0,5;0;0,1;0,3;0,3;0,3;0,133333333;0,133333333;0,133333333;0,2;0,2;0,2
Parakiefferiella;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Parakiefferiella triquetra;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Paratanytarsus;0;0,4;0,6;0;0;0;0;1;0;0;0,5;0,5;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,166666667;0,166666667;0,5;0,166666667;0,75;0,25;0;0;0;0;0;0,25;0,375;0;0,125;0,25;0;0,125;0,5;0,125;0,25;0;0;0;0;0;0;0,375;0,25;0,25;0,125;0;0;0;0,176470588;0,058823529;0,117647059;0,058823529;0,235294118;0;0,117647059;0,117647059;0,117647059;0,333333333;0,5;0,166666667;0,166666667;0,333333333;0,5;0,142857143;0,428571429;0,285714286;0,142857143;0;0,071428571;0,071428571;0,214285714;0,214285714;0,214285714;0,214285714
Paratendipes;0;0;0,166666667;0,5;0,333333333;0;0;1;0;0;0,25;0,75;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,285714286;0,142857143;0,428571429;0,142857143;0,75;0,25;0;0;0;0;0;0,111111111;0,333333333;0,222222222;0,111111111;0,222222222;0;0;0,454545455;0;0,181818182;0,181818182;0;0,090909091;0,090909091;0;0;0,3;0,2;0,1;0,2;0;0,1;0,1;0,166666667;0,083333333;0,125;0,083333333;0,208333333;0;0,125;0,041666667;0,166666667;0;0,4;0,6;0,166666667;0,333333333;0,5;0;0,1;0,3;0,3;0,3;0,133333333;0,133333333;0,133333333;0,2;0,2;0,2
Phaenopsectra;0;0;0,166666667;0,5;0,333333333;0;0;1;0;0;0,25;0,75;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,285714286;0,142857143;0,428571429;0,142857143;0,75;0,25;0;0;0;0;0;0,111111111;0,333333333;0,222222222;0,111111111;0,222222222;0;0;0,454545455;0;0,181818182;0,181818182;0;0,090909091;0,090909091;0;0;0,3;0,2;0,1;0,2;0;0,1;0,1;0,166666667;0,083333333;0,125;0,083333333;0,208333333;0;0,125;0,041666667;0,166666667;0;0,4;0,6;0,166666667;0,333333333;0,5;0;0,1;0,3;0,3;0,3;0,133333333;0,133333333;0,133333333;0,2;0,2;0,2
Pisidium;0;0,5;0,333333333;0,166666667;0;0;0;0,4;0,6;0;0,5;0,5;0,333333333;0,333333333;0;0,333333333;1;0;0;0;0;0;0;0;0,6;0,2;0,2;0;0,25;0,75;0;0;0;0;0;0;0,125;0,5;0,125;0,25;0;0;0,3;0;0,5;0;0;0,2;0;0;0;0;0;0;1;0;0;0;0,047619048;0,047619048;0,19047619;0,19047619;0,142857143;0;0,047619048;0,142857143;0,19047619;0,6;0,2;0,2;0,25;0;0,75;0;0,5;0,333333333;0,166666667;0;0;0,083333333;0,166666667;0,25;0,25;0,25
Polycelis;0;0;0,25;0,75;0;0;0;0;1;0;1;0;0,333333333;0,333333333;0;0,333333333;0;0;0;0,666666667;0;0;0;0,333333333;0,333333333;0,666666667;0;0;1;0;0;0;0;0;0,142857143;0;0,714285714;0;0,142857143;0;0;0;0;0;0;0;0,25;0;0,75;0;0;0;0;0;0;0;1;0;0,272727273;0;0;0;0,272727273;0;0,272727273;0,181818182;0;0,25;0,5;0,25;0,2;0,4;0,4;0;0,5;0,5;0;0;0,111111111;0,111111111;0,111111111;0,111111111;0,222222222;0,333333333
Polypedilum;0;0;0,166666667;0,5;0,333333333;0;0;1;0;0;0,25;0,75;0;0,5;0,5;0;0,2;0;0;0,2;0,6;0;0;0;0,285714286;0,142857143;0,428571429;0,142857143;0,75;0,25;0;0;0;0;0;0,111111111;0,333333333;0,222222222;0,111111111;0,222222222;0;0;0,454545455;0;0,181818182;0,181818182;0;0,090909091;0,090909091;0;0;0,3;0,2;0,1;0,2;0;0,1;0,1;0,166666667;0,083333333;0,125;0,083333333;0,208333333;0;0,125;0,041666667;0,166666667;0;0,4;0,6;0,166666667;0,333333333;0,5;0;0,1;0,3;0,3;0,3;0,133333333;0,133333333;0,133333333;0,2;0,2;0,2
Potthastia;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Potthastia longimana;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Psectrocladius;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Pseudodiamesa;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
Pseudorthocladius;0;0,2;0,6;0,2;0;0;0;1;0;0;0,25;0,75;0,166666667;0,333333333;0,5;0;0;0;0;0,4;0,2;0;0,4;0;0,4;0,2;0,2;0,2;0,75;0,25;0;0;0;0;0;0,125;0,375;0,125;0,25;0,125;0;0;0,25;0;0,5;0,125;0;0,125;0;0;0;0,166666667;0;0,5;0,166666667;0;0;0,166666667;0,25;0,15;0,1;0,05;0,2;0,1;0;0,1;0,05;0,4;0,4;0,2;0,5;0;0,5;0,222222222;0,333333333;0,333333333;0,111111111;0;0,117647059;0,176470588;0,176470588;0,176470588;0,176470588;0,176470588
